BasePriceLabel,BedrmCt,RegionID,SizeRank,RegionName,StateName,State,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020
BR005RG0016846,5,16846,57,Aurora,Colorado,CO,Denver-Aurora-Lakewood,Arapahoe County,242462,245152,247657,251060,254144,257531,260852,264437,268356,271631,275602,279760,284544,287743,290616,292227,294063,294760,296068,297716,299098,300345,300559,300921,300793,301784,303132,304694,306159,307498,308226,307980,308067,308303,308848,308953,309058,309131,309297,310004,310145,310419,310628,311168,311817,312757,314339,315628,316460,316876,316724,316246,316092,316494,317615,318621,319644,319866,320024,320426,321389,321705,322848,323895,325325,326047,326781,327541,328303,328812,329116,329555,330236,331750,331491,331511,330500,329986,328741,327605,326248,325346,324773,324448,323478,321376,321279,321134,321700,320472,319232,318840,317862,317021,314458,312433,310431,309500,306409,302636,299282,298981,298759,296247,293924,292305,292926,291745,289613,287453,287460,289054,289816,289158,288552,289914,291769,292868,292110,291849,292555,293641,294450,293363,292818,291261,290465,288730,286904,284900,283571,282923,282334,280599,278421,277013,276004,275909,275686,276113,276166,276150,276365,276761,277789,279245,280617,283001,285101,287646,288903,290465,292326,295213,298269,301201,304373,307468,311281,313759,316066,317752,320474,323126,326182,328224,329801,330936,331112,332389,333001,334067,335488,337886,341031,342966,344423,346233,348446,351621,355671,359597,363284,367185,371183,374601,377106,380465,384770,389010,393232,396442,399066,401280,404318,407352,410422,412828,415564,418077,419552,421389,423765,426596,429742,432778,435625,437970,439024,441328,443613,446407,449280,452314,454887,458286,461281,463444,464990,466719,470272,473083,475877,478496,480771,482767,483559,483001,481490,482497,484293,486291,486478,486510,486637,485982,485773,485666,486837,488580,491276,492583,493736,494900,497024,499610,502376,505999
BR005RG004764,5,4764,154,Fort Collins,Colorado,CO,Fort Collins,Larimer County,277962,279397,281349,283049,285501,287647,289655,292259,295095,298510,301647,304764,308165,311258,314057,316413,318974,321436,324211,327313,330061,332629,334369,336320,337483,339798,341282,342697,343137,344092,345574,346630,347835,349030,350056,350501,350187,349463,349548,350535,351768,352687,352722,353155,353469,353308,352709,352627,353726,355487,357084,357742,359109,359921,360837,360814,361111,361840,363684,364750,365094,365182,366310,368189,368436,368754,369370,370665,371331,371871,372462,373623,376026,376899,376561,375312,375719,376320,376036,375627,375537,375462,375274,375255,374709,376049,377189,379180,379221,380254,381828,383477,384593,385613,385188,384227,381245,377293,373646,370734,369976,369449,368828,368102,366805,365001,363473,362453,363127,364378,365132,364302,363416,360656,359325,357519,357453,357713,359625,361181,362042,360649,360105,360644,361005,361324,359982,359349,358911,358436,356528,354373,353762,355737,356601,356937,356049,357827,359123,360428,360006,360749,362106,363382,363184,362870,364359,365986,368145,368100,369156,370357,372754,373943,374656,376671,380015,382598,383520,384061,385158,386725,388755,390945,392900,395080,397634,400385,402833,405021,407064,409347,411302,414007,416052,418406,420633,423689,427308,429254,429577,430166,432905,437021,442816,447097,451806,454334,458023,461064,463206,466028,469335,474018,477806,481337,482604,485103,487601,492118,495679,498495,502115,504960,509902,512710,516018,517697,520267,521681,522237,522551,523064,524295,525221,526824,528759,531729,533256,534999,536477,540154,542957,545508,546975,550264,552422,554455,554254,556071,557804,557525,556981,555946,557995,559662,562391,563570,565138,566648,569256,570182,571801,575209,578838,581971,583368,585203
BR005RG0047250,5,47250,201,Pueblo,Colorado,CO,Pueblo,Pueblo County,162150,163156,164774,165534,166934,167333,168389,168883,169677,169962,170215,170905,171867,173059,173693,174305,174182,174459,174346,174703,174761,175360,175824,176158,175834,175623,175271,175430,176121,177403,178493,178991,179407,179347,179517,179637,180222,180789,181921,182824,183585,183465,183627,183921,184412,185351,186249,187370,188241,189133,189752,190132,190482,190889,191485,192533,193810,194709,195129,195315,195784,196118,196492,197012,197803,198915,199712,200258,200525,200895,201634,202411,203091,203901,204857,205879,206541,207167,208064,209049,209951,210737,211504,212614,213671,214689,215071,215333,215455,215559,215399,215302,215525,216027,216211,215161,213928,212590,212071,211818,211804,212068,211975,211828,210977,210023,209113,209305,209637,209941,209700,209063,208489,207367,206766,205882,205654,205127,204980,204629,204497,204312,204243,204090,203924,203767,203761,203596,203433,203273,202908,202358,201480,200874,200171,200124,199922,199986,199397,199126,198526,198135,197865,198076,198477,198679,198907,198689,198593,198521,198901,199649,200438,201617,202168,202510,202186,202190,202365,203069,203605,204236,204558,204567,204471,204122,204534,204619,205653,206308,207115,206865,206828,206846,207326,207673,208121,208313,208364,208767,209596,210833,211861,213202,214285,215343,216283,217670,219447,221667,223856,225928,227066,227916,228621,229901,231566,232670,233910,234913,236419,237219,238250,238958,240046,241161,243000,244944,246734,249205,251449,253819,255082,256951,258382,260435,262488,264811,267046,268990,271348,273206,274965,276759,278805,281247,283692,286332,288588,290239,291511,292737,293863,295225,296698,297729,298759,299422,300697,301662,303010,304863,307073,309617,312232,314989,317991,321577
BR005RG005519,5,5519,208,Lakewood,Colorado,CO,Denver-Aurora-Lakewood,Jefferson County,226626,229674,232194,234837,237161,239911,241971,244274,246946,250527,254191,257314,260385,262648,264932,267069,269293,270985,272765,274268,276107,277303,278212,278943,279703,280834,281634,282386,283521,284492,285391,285611,285627,286051,286410,286478,286376,286614,287864,288345,288109,287864,288022,288735,289499,289856,291017,291736,292067,291882,291864,293119,294300,295444,296086,296739,297027,297533,297549,298607,299860,301205,302037,302485,302944,302851,303161,303639,304602,305821,307130,308192,308928,309330,308824,307764,307576,308380,308992,309135,308729,307955,306892,306798,306698,306314,305710,305424,305390,305343,306185,306783,307119,307260,307427,306442,305832,305109,305663,306951,307550,307496,305459,304501,303684,302694,301486,300496,300457,300415,300225,298625,297068,295901,296004,295725,295731,296041,296495,297098,296734,298135,298677,299553,299765,299848,299725,298879,297830,296799,296255,295391,294654,292258,290639,289392,287928,286492,284588,284191,284160,284809,284728,284847,284637,284887,285061,285711,288003,290539,293505,294956,296684,297954,300240,301960,304453,307275,311169,314619,317188,319235,321862,325395,328250,330519,332207,335347,337778,340325,341118,342447,344074,346721,349648,351864,354399,357447,361127,364181,368449,371639,375506,378835,383396,388118,391765,395983,400331,405230,409239,412922,415546,419130,423024,426929,429319,430800,433571,437262,440417,442508,444565,447705,451531,456050,460603,465096,468585,471015,471808,471731,472716,475026,477978,480908,482760,484017,484885,486784,490410,495305,500137,503542,506842,509704,514014,515140,516480,518222,520652,522551,522651,523771,524909,525756,525522,525758,525285,527045,529161,531221,533116,535077,537995,539955,542486,546417
BR005RG0020793,5,20793,258,Thornton,Colorado,CO,Denver-Aurora-Lakewood,Adams County,249734,252849,256097,259010,262623,266474,269932,273714,277019,280500,283657,287231,290738,293847,296555,298850,301237,303186,305309,306817,308667,310245,311968,312999,313389,313528,313927,314881,315908,316917,317575,318299,319046,320096,320695,320900,320775,321553,322320,323035,322038,320918,320036,319507,319585,319065,318950,319239,319828,320460,320450,320490,321071,322225,323028,323851,323643,324024,324425,325155,325855,325979,326180,325462,325592,325548,326319,326365,326815,327011,327581,327802,328222,328195,329756,331455,332175,331165,329771,329688,329491,329551,328423,328841,328831,329223,325764,323467,321769,322546,322696,321641,319423,316891,314780,310330,305034,299855,298301,297164,295546,292673,289516,287675,288143,288416,287883,287576,287995,288115,287532,286651,287371,288023,289166,288982,287677,286734,287395,288689,291111,293226,294550,294296,292561,290988,289653,288781,287944,286843,285207,283709,281517,280250,279760,279582,278784,277541,276806,276429,276401,276831,277379,278190,278021,277262,276827,278253,281778,285820,289218,291829,294148,296173,298451,300157,303703,308518,312197,314280,315061,316964,318975,321507,323817,326563,328940,331821,333800,334609,335949,337624,340450,343222,347232,350590,354191,356856,359967,363019,366257,369895,374000,378440,381062,383282,384493,387937,391128,394782,397447,399775,402595,405970,408850,411827,415267,417846,420172,421242,423285,426466,430853,435112,438334,440050,442638,443893,446323,448879,451914,454549,456632,457887,457930,459127,462082,466490,469933,474122,477767,481545,484231,486388,487545,488968,490929,492466,491146,491041,489954,489570,488268,488386,488577,488510,488872,490063,491159,492027,494412,495517,497784,499592,502239,503917,506160,509187
BR005RG0030543,5,30543,264,Boulder,Colorado,CO,Boulder,Boulder County,507613,513903,521739,529033,536210,543186,551751,562988,573745,584829,592578,600534,607625,617314,625391,632996,639707,647686,654414,660524,665184,669561,674349,679317,681740,680302,678810,678754,680088,678338,675975,671552,670869,670113,671703,669721,671061,670835,671974,671585,670780,670731,670396,671689,671129,670441,668504,670522,670890,674916,676296,676779,676713,678076,682229,686573,689573,692257,693555,695070,698260,699246,703168,707288,713490,718944,721867,723487,725016,728966,734668,737399,738257,740603,742764,747009,750666,753368,754532,755121,758879,759851,761281,762508,766954,769791,772744,774026,773534,775309,776446,781226,783525,786877,786239,786131,783143,782886,781357,782952,784806,786238,788947,789652,788093,787325,786961,787893,785777,785151,784980,784019,783542,781449,780294,776490,776211,774457,775995,776971,783648,784011,784867,781068,778106,772753,769003,768766,768377,768660,766472,765805,761647,759452,754405,752468,749568,750737,748493,746844,744495,741547,740791,739042,739538,742083,746770,752080,755849,758222,761983,764150,765930,768274,770720,775115,779589,783442,785516,785914,789870,796737,806056,814330,823969,833161,840384,841628,841639,844114,852317,863945,871744,876433,877988,880980,883051,887583,894435,905655,917009,927848,935868,942224,952446,963412,976659,990152,1005506,1019032,1031352,1046681,1063048,1073460,1080498,1085908,1095116,1105581,1115652,1124797,1130816,1137475,1143475,1144378,1145195,1150627,1162270,1173747,1175246,1174454,1172241,1174080,1175948,1178020,1182594,1191201,1198740,1205980,1208241,1213702,1222945,1233500,1244714,1250555,1259779,1269647,1277360,1281639,1285663,1293765,1300691,1305272,1307454,1310275,1310534,1310731,1308586,1305813,1304683,1304990,1305980,1303269,1302726,1302419,1304022,1304942,1307829,1312674
BR005RG0034781,5,34781,305,Westminster,Colorado,CO,Denver-Aurora-Lakewood,Adams County,263174,266476,269877,272647,275630,278618,281399,284509,287770,291381,294989,298642,302181,305256,307870,310710,313513,316221,318531,320561,322374,324153,325529,326411,326807,327144,327503,328073,329093,329983,330872,331152,331635,332152,332719,333163,333480,334184,335237,335637,334935,333848,332951,332447,332534,332237,332581,332622,332694,332794,332663,333065,333410,334276,334936,335677,335430,335574,335360,336010,336748,337291,337665,337686,338078,338446,339294,339880,340815,341596,342742,343482,344320,344687,345386,345521,345839,344950,344009,343547,343147,342837,341569,342042,342030,342088,339962,338705,337718,338499,339190,339177,337933,336441,335236,331762,328235,324567,323745,323834,323414,322143,319739,318332,318368,318321,318106,317948,317849,318157,318150,317260,317146,316930,317798,317894,317694,317722,318230,319229,321220,323135,323983,323899,322901,321958,320693,319812,318749,317673,316261,314949,313010,311164,310240,309593,308474,307032,306109,305757,305753,305836,306094,306719,306944,306748,306345,307406,310490,314215,317396,319176,320793,322564,324930,326611,329463,333451,337295,339969,341088,342511,344046,346782,349315,351972,353835,356444,357615,358325,359125,360737,363008,365473,369096,371933,375208,377860,381534,384999,389908,394375,398711,402281,405656,408968,411377,415050,418489,422358,425096,427818,430134,433246,436688,440845,445079,448300,451945,454831,458023,461322,465430,469830,473875,477330,480965,483640,486309,488839,490818,492707,494685,496941,498369,499781,502088,505014,507822,511222,514892,519238,522856,525688,528074,529984,532951,534513,534763,536144,536839,537520,536473,537102,538000,538674,538640,539626,540332,542061,544501,545951,548062,550228,553758,555939,558603,562132
BR005RG0010181,5,10181,313,Arvada,Colorado,CO,Denver-Aurora-Lakewood,Jefferson County,244261,247271,249651,252013,254331,257056,259296,261760,264738,268210,271835,274863,277851,280265,282998,285760,288144,289874,291384,292819,294063,295476,296364,297542,298466,299760,300505,301167,302532,304009,305743,306441,307213,307687,308463,308349,308131,308044,309115,309275,308756,307872,307140,307113,307383,307603,308493,309116,309457,309241,309040,310259,311343,312648,313456,314329,314562,314903,314685,315510,316551,317841,318761,319360,319777,319689,320079,320615,321633,322854,324060,325230,326042,326637,325992,324566,324204,324414,324502,324011,323457,322718,321964,321926,321890,321266,320807,320662,320937,321792,323152,324111,323910,323626,323286,321876,320683,319407,319272,320124,320041,319024,316514,315782,315763,315231,314256,313657,313948,314611,314986,313799,312379,311297,311478,310590,309959,309617,309783,309483,308565,309190,309217,309379,308629,307945,306699,305496,303803,302527,301462,300791,300174,297980,296514,295544,295345,294852,294206,294245,295318,296609,297196,297603,297873,298387,298820,299917,302506,305259,308291,309999,311496,312803,314992,316841,319001,321521,324841,327530,328990,330662,333032,336695,339385,341366,342680,345327,347502,349978,351022,352749,354648,357387,360138,361795,363861,366496,370507,373958,378623,382351,386356,389654,394255,398588,401980,406071,410811,416270,420253,424151,426880,430236,434368,438608,441834,443905,447648,451834,455454,457693,460208,463515,467187,471612,475794,480425,483836,486617,487621,488215,489598,492410,495668,498787,501815,504038,506044,507816,510902,515197,518932,521767,524587,527124,531029,531719,532439,533850,535934,538021,537838,538941,540223,541484,541458,541909,541626,543748,545982,548057,549958,552056,555753,558257,561498,565604
BR005RG0044515,5,44515,362,Centennial,Colorado,CO,Denver-Aurora-Lakewood,Arapahoe County,283120,286070,288575,291741,294316,297119,300519,303897,307821,310510,314182,317887,322778,325517,328384,330115,332420,333011,333640,334980,336312,337785,337810,338277,337978,339277,340213,341464,342254,343420,344058,343861,343615,343410,343541,343235,342856,342155,342060,342544,342734,342753,342597,342503,342819,343570,345330,346889,348200,349171,349277,348828,348471,348876,350320,351821,353487,353989,354190,354374,355247,355609,357031,358819,360926,362316,363764,365380,366803,368275,369220,370160,370909,372856,372978,373346,372946,372915,371788,370650,369751,369225,369593,370370,371044,369232,369526,369660,371146,370603,369845,369761,368890,368260,366227,364826,364067,364406,362680,359108,355681,355554,356043,354608,353354,352941,353871,352774,349164,347657,347666,351098,352609,353494,354699,357619,360163,361616,361191,361912,363684,364949,366741,365996,366614,365444,364701,363290,361592,359688,358189,357712,357943,356473,353988,352139,350778,350453,349994,349809,350592,351703,354092,355354,357305,359637,362284,365755,368850,372107,373704,375668,377458,380220,382609,384996,387549,390253,393795,396167,398320,400162,403365,406718,410720,413606,416088,418213,419263,421349,422358,423666,425114,427662,430966,432723,433175,433860,435049,438281,442740,447060,450782,454540,459001,462708,465211,468415,473086,478025,482868,486023,488221,490134,493194,496458,499241,501509,504256,507090,508808,510585,512975,515308,518383,521809,525557,528888,530058,532116,534331,537672,541364,544989,547898,552070,555152,556437,556804,557884,562494,566268,570054,572730,574383,575733,576132,575452,574348,576269,579243,581354,581032,580659,580910,579754,579431,579040,580466,582223,584848,586160,587249,588991,591654,594941,598075,603005
BR005RG0031819,5,31819,380,Grand Junction,Colorado,CO,Grand Junction,Mesa County,236717,237475,235803,234324,233516,234637,235390,236684,239206,241288,242030,242483,242833,244092,245796,247495,249097,250255,251569,252740,253076,253384,253825,254619,255495,256273,257702,258995,260282,261571,262917,264055,265462,267059,269363,271307,273206,274740,276497,278226,280189,281378,283051,285452,288296,291005,292552,294175,295943,298567,301146,303857,306492,309199,311435,312979,314498,316503,319174,321837,323877,325775,328000,330064,331651,333807,336401,339538,342546,345562,348648,352212,356636,360553,363402,367026,371240,375701,379797,384391,389091,393409,397436,401162,404358,408432,413498,418925,424599,430220,434724,438144,440281,442694,444709,446277,446420,445445,443335,440004,436183,432360,430641,428210,425189,421979,419142,417154,416450,413328,410944,406395,402552,395759,389039,383515,381620,377867,373937,368466,362995,360807,358113,358367,355865,355794,353599,351989,347338,344636,342078,340102,337946,334901,332286,327263,324566,322196,320826,317980,315247,313585,311883,311294,311126,310378,308686,309128,310029,311193,312523,314532,317722,318336,319422,319330,319580,320140,323062,325901,327611,327163,327085,328189,329535,331746,333462,335740,337404,339498,339571,338461,338298,340047,341193,340297,338184,338115,338279,338396,338536,338841,339961,340270,339966,339257,340407,342247,345283,346634,348306,349263,350314,350795,351848,354742,358432,361605,362662,363412,363504,363462,363880,365357,367030,369325,370002,370392,369537,370490,372184,375425,378977,382897,385057,387703,390540,393305,396664,400818,405042,407980,410099,412008,412663,414421,416763,419132,419500,418942,419219,420698,423634,425702,426990,428159,430713,432538,434786,436643,440070,444326,448161,450841,452792,455961,460362,464931
