BasePriceLabel,BedrmCt,RegionID,SizeRank,RegionName,StateName,State,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020
BR003RG0026213,3,26213,1509,Northglenn,Colorado,CO,Denver-Aurora-Lakewood,Adams County,159000,160938,163098,165027,167269,169273,171262,173659,176144,178497,180702,183159,185647,187878,189799,191497,193118,194749,196175,197296,198263,199167,199905,200357,200560,200665,200744,201223,202156,203244,204104,204864,205439,206371,207100,207676,207835,208263,208944,209557,209063,208128,207359,206931,207072,206840,206762,206675,206705,206939,206696,206421,206279,206700,206918,207138,206839,206774,206724,206945,207390,207655,207856,207427,207685,207784,208518,208268,208277,208142,208512,208569,208688,208331,209031,209611,209508,208450,207181,207390,207211,207231,206107,206286,205790,205660,203244,201938,200776,200310,199472,197810,196020,193788,192274,189357,186684,183572,182503,181495,180536,179640,178332,177063,176572,176289,175599,174468,173423,173184,172731,171856,171727,171642,172343,173069,173486,173907,174668,176165,178324,179774,180758,181186,180727,180004,178828,177758,176402,175138,174023,172855,171137,170031,169610,169429,168656,167488,166517,165880,166034,166311,166793,167765,168389,168445,167735,168125,170139,173070,176024,178388,180118,181730,182746,183306,184876,187470,190273,192116,193016,193915,194867,196417,197946,199525,201289,203343,205012,205843,206770,207600,208968,210684,213150,215371,217849,220083,222914,225705,228527,231587,234993,238716,241971,244687,246885,249699,252525,255748,258222,260460,262366,264734,266879,269957,273065,276018,278620,280588,282418,284557,287561,290975,294159,296284,298909,300468,302869,305210,307752,310140,312599,314645,315440,316305,318381,321677,324433,327185,329312,331582,333677,335654,337298,339028,341328,343099,342928,343463,343338,343949,343441,344415,344620,345023,344871,345650,346399,347462,349522,350732,352735,354535,357483,359425,362231,365241
BR003RG0012817,3,12817,1716,Montrose,Colorado,CO,Montrose,Montrose County,134647,135932,137103,137856,138740,139647,140473,141372,142282,143451,144459,145473,146516,147525,148553,149394,150214,150853,151449,151930,152443,152842,153249,153642,154040,154524,154920,155418,155835,156437,157003,157491,157840,158146,158389,158656,158845,159169,159539,159895,160186,160261,160378,160833,161503,162282,162829,163360,163850,164328,164752,165309,165924,166729,167558,168316,169019,169648,170515,171366,172653,173927,175031,175961,176637,177649,178525,179489,180505,181781,183199,184744,185961,187263,189114,190831,193438,195284,197253,198451,199662,200770,201539,202280,202953,203673,204132,204771,204799,204857,205071,205839,206352,206523,206750,206699,206323,205692,205219,204892,204494,204336,204121,203989,203925,203765,203466,203191,203115,202975,202534,202061,201513,200952,200141,199229,198304,197501,196877,196484,196227,196082,195842,195543,195189,194865,194508,194032,193535,193219,192906,192385,191695,190946,190405,189840,189564,189251,189021,188966,188993,188977,188859,188846,189031,189286,189561,189817,190051,190347,190842,191409,192113,192803,193570,194406,195272,196230,197219,198348,199409,200535,201547,202607,203625,204770,205996,207217,208381,209520,210698,211852,212989,214184,215483,216916,218317,219780,221262,222828,224440,226209,227995,229769,231695,233495,235387,236906,238509,239923,241346,242657,243957,245130,246263,247457,248620,249952,251026,252178,253149,254189,255323,256523,257861,259169,260373,261394,262340,263191,264234,265329,266727,268225,269843,271524,273045,274164,275280,276397,277640,278675,279517,280391,281170,281984,283293,284568,285779,286491,287245,287999,288945,289874,290827,291620,292372,293137,293303,293416,293593,294330,295009,295663,296053,296499,296917,297368
BR003RG00119842,3,119842,1733,Ken Caryl,Colorado,CO,Denver-Aurora-Lakewood,Jefferson County,183030,185351,187429,189247,190995,192911,194431,196234,198510,201417,204371,206910,209283,211257,213000,215052,216910,218655,220315,221732,223005,223885,224553,225195,225713,226413,227144,227855,229042,229951,231013,231481,231927,232266,232638,232670,232828,233075,234107,234114,233661,233073,232740,232967,233233,233493,234284,234784,235016,234959,234954,236126,237008,238013,238663,239257,239727,240291,240483,241300,242118,243136,243672,244045,244493,244563,244842,245193,245886,246856,247856,248792,249490,249879,249535,248821,248776,249220,249220,248988,248390,247629,246761,246669,246618,246040,245510,245176,245049,245124,245899,246289,246130,245683,245367,244268,243387,242721,242922,243489,243570,243200,241963,241613,241636,241290,240642,239790,239822,239994,240134,239032,237945,237180,237194,237104,237001,237416,237720,238489,238509,239404,239414,239517,239098,238371,237497,236116,234913,233690,232936,231976,231069,229479,228378,228227,227509,226917,225816,225880,226268,226770,226890,226979,226858,226634,226695,227151,229702,232314,234933,235932,237008,238386,240392,241930,243866,246109,249229,251632,252972,254084,255974,258849,260932,262464,263525,265944,267673,269836,270492,271763,272948,274919,276964,278637,281003,283518,286985,289575,293730,296728,299966,302489,306072,309917,313271,317032,320709,324930,328065,331627,334039,337187,340733,344177,346761,348593,351485,354669,357109,358637,360146,362036,364587,367786,371330,374917,377870,379688,380309,380575,382195,384635,387597,390679,392161,393428,394036,396225,399064,402994,406310,408543,410670,412705,415701,416140,416762,417922,419480,420957,421086,422290,422862,423825,423680,424675,424607,426357,428746,430757,432848,434327,436839,438416,441222,444577
BR003RG00396536,3,396536,1817,Security-Widefield,Colorado,CO,Colorado Springs,El Paso County,128688,129143,129513,130051,130591,131228,132035,132787,133602,134309,135208,136120,137040,137983,138938,139984,141021,142144,143352,144513,145441,146159,146773,147456,148139,148504,148870,149015,149424,149747,150109,150417,150902,151536,152081,152343,152473,152950,153471,153867,154026,154111,154426,154728,155191,155565,156111,156606,157184,157567,157929,158485,158992,159718,160264,160905,161179,161397,161597,162149,162921,163859,164766,165649,166438,167128,167664,168425,169471,170671,171689,172442,172875,173084,173440,173877,174693,175459,176364,176927,177191,177333,177259,177257,177566,178141,178641,178734,178643,178461,177916,177111,176263,175339,175002,174767,174281,173211,172059,170997,170116,168704,168179,167703,167717,167203,165989,164727,163336,162733,161972,161953,161679,162117,161787,161956,161757,162013,163152,164301,165338,165523,165686,165735,165578,165274,164677,163307,161848,160763,159430,158022,156943,156444,156204,155292,154529,153732,153364,154031,154942,155807,155806,155840,156215,156511,156511,156522,156888,157718,158921,159171,159129,158527,159003,159325,159299,159306,159940,160950,161730,162067,161825,162161,162533,163363,163737,164183,164741,165197,165513,165491,165542,165722,166438,166934,167752,168642,169426,170767,171787,172912,173333,174121,175328,176396,177388,178276,179367,180346,181764,182513,183484,184758,186745,188930,190265,191946,193271,194896,196153,197361,198540,200093,202171,204052,205751,206967,208651,210205,212399,214674,216923,219183,221416,223734,225103,226175,227676,230025,232629,234752,235939,236390,237082,238641,240500,242463,244015,245700,246301,246541,246763,248654,251014,253827,255824,257565,259134,260548,262695,264963,267930,270892,273679,275405,277155,278974
BR003RG0050547,3,50547,1880,Wheat Ridge,Colorado,CO,Denver-Aurora-Lakewood,Jefferson County,175887,178407,180410,182206,184150,186543,188867,191090,193802,196897,199950,202331,204410,206183,208009,209968,211596,212757,213370,213947,214317,214993,215638,216495,217159,217903,218504,219176,220126,221071,222473,223371,224393,224938,225564,225613,225962,226390,227633,227690,227673,227435,227343,227223,227294,227349,227891,228293,228445,228280,227954,229144,230085,231053,231584,232718,233419,233929,233974,234563,235213,236147,237327,238134,238344,238198,238309,238475,238936,240152,241398,242622,243502,243952,242925,241415,241251,242003,242678,242848,242778,242253,241590,241502,241228,240735,240678,240787,240872,240538,240626,240127,239290,238320,237632,236419,235926,235411,235464,235995,236367,236802,236189,236551,236807,236717,236332,235912,235998,235787,235497,233942,232006,230225,229420,229101,229223,229886,230054,230117,229238,230443,231207,232520,232798,232362,231571,230181,228823,227282,226475,226026,225774,223622,221929,220852,220449,220074,219385,219119,219462,220188,220813,221164,221413,221977,222425,223081,224967,227804,230594,232224,233234,234294,235694,236963,239137,242042,245745,248488,250276,251547,253948,257618,261143,263926,266201,269240,271035,272629,273654,275908,278672,281934,285309,287485,289786,292381,296269,299510,304147,307901,311237,313799,316843,320263,322539,326069,329880,334401,337603,341652,345786,350768,355593,359590,362900,365670,369820,373845,377683,380802,384024,386988,389127,392055,396312,401708,405881,408616,409762,411343,413311,416384,419354,422811,424341,424821,424513,425993,429739,434481,438931,441206,443997,446187,449484,450250,452225,455369,458458,461069,461322,462690,463263,464640,464877,466104,466956,469665,472802,475605,478847,481612,485675,489072,493982,499796
BR003RG004790,3,4790,2104,Fountain,Colorado,CO,Colorado Springs,El Paso County,138306,138871,139310,139907,140348,140838,141543,142399,143372,144200,145180,146326,147636,148842,150092,151207,152416,153463,154694,155926,157130,158049,158757,159418,160050,160416,160729,160956,161393,162021,162673,163265,163770,164386,164920,165134,165144,165377,165892,166325,166545,166400,166347,166188,166320,166435,166788,167257,167860,168550,168969,169540,170057,171036,172069,173154,173934,174589,175276,175991,176789,177461,178160,178900,179689,180405,180908,181661,182649,183819,184821,185882,186809,187556,188427,189173,190181,190933,191761,192498,193065,193627,193678,193573,193689,193959,194373,194519,194802,194987,194822,194139,193100,191823,191276,191164,190684,189922,188618,187581,186151,184564,183639,182852,182574,181925,180684,179198,177918,177245,176636,176576,176433,176696,176332,176489,176573,177106,178379,179435,180044,179905,179978,179765,179579,179439,179485,178642,177383,176347,175101,173846,172456,171800,171065,170127,168702,167458,166029,165783,165727,165789,165337,165162,165858,166102,166240,166319,167322,168192,169687,169954,170235,169760,170068,170249,170356,170723,171757,172591,173118,173179,172724,173295,173920,175097,175607,176021,176404,176697,176867,177098,177234,177798,178823,179353,179939,180458,181219,182602,183684,184724,184917,185437,186613,187568,188295,188885,189860,190910,192207,192874,193553,194575,196331,198341,199542,201133,202558,204260,205672,206976,208256,209824,211888,213873,215704,217153,218828,220513,222683,225072,227079,229242,231404,233746,235418,236811,238608,240776,243036,244631,245681,246125,246913,248238,250097,251943,253585,255028,255730,256235,257168,259052,261385,263862,266372,268440,270232,271994,274261,276950,280148,283509,286558,289284,291953,294933
BR003RG0045470,3,45470,2300,Golden,Colorado,CO,Denver-Aurora-Lakewood,Jefferson County,219500,222345,224463,226678,228677,230828,232286,234624,237677,241740,245587,248923,251979,254498,257103,259453,261602,263477,265457,266844,267763,268326,268996,270000,270800,271552,271907,272483,273661,274950,276351,277107,277830,278537,279164,279154,279088,279457,280969,281393,281281,280696,280627,280944,281592,281816,282776,283371,283863,284003,284149,285809,286841,288059,288275,289073,289519,290571,290836,291996,293096,294331,295188,295526,296301,296625,297992,299045,300320,301563,303086,304593,305879,306705,306619,306167,306561,307421,307562,307560,307740,307770,307574,307974,308199,308207,308098,308185,308147,308622,309994,310739,310738,310404,310296,309072,308595,308376,309133,310480,311491,312119,310793,310385,309867,309381,308736,308561,308913,308776,308638,307468,306162,305004,305509,306226,307183,307698,307766,307852,307401,308745,309468,310390,310280,309682,308269,306615,304674,303501,303049,302604,302305,300334,299060,297485,296806,295907,295345,295144,295925,297000,297394,297812,297486,297751,297693,299139,301476,304415,306831,308156,309961,312011,314955,316833,319641,322668,326807,329560,331828,334292,338222,342637,345352,346448,347004,349329,351198,353555,354725,356756,358817,360539,362177,363280,365596,369064,373673,378061,383664,387609,390988,393834,397987,403446,407494,412516,416833,421946,425785,429623,431616,434485,438568,443098,446293,448102,451759,456040,460288,462888,465432,467916,471268,475457,479871,484191,487594,489833,490380,490257,490895,493172,496190,499967,503175,505992,508022,511001,515093,521104,526748,530964,535416,539046,543159,543432,543532,545274,547917,550595,551266,552518,553341,554146,553710,554296,554874,558107,561819,564468,567032,569382,573313,576502,580958,586762
BR003RG0024634,3,24634,2318,Evergreen,Colorado,CO,Denver-Aurora-Lakewood,Jefferson County,273139,275631,278243,280885,283284,284747,286499,288883,292477,296189,300488,304223,307648,310427,312949,315578,317917,320559,323009,325096,326198,327448,327841,328766,329822,331520,332780,333912,335752,337812,339430,340466,341772,343081,344232,344148,344133,344049,345589,346154,346674,345882,345656,345557,346320,346966,348900,350577,351654,352082,351781,353007,353530,355412,356680,357909,357785,357881,357265,357962,358885,360271,361954,363505,365043,365680,366106,367285,369144,371504,374069,376229,378216,379527,379635,378817,378735,379080,380345,381159,381561,381278,380384,380669,380685,380751,380605,381115,381811,382760,383425,384157,384952,385707,386488,385713,385617,385615,386828,387819,387647,386848,385446,385203,384935,384055,382749,381724,381643,381247,380193,378241,376992,376669,376719,375214,373666,372636,372225,371606,369366,368499,367502,367272,366124,364172,362004,359991,357878,356183,355166,354666,354602,353107,352027,350901,350221,349226,348093,347433,347715,348036,347534,346603,345577,344842,344046,344331,346000,348711,351621,353842,355596,357029,358910,360517,362624,365615,369809,372760,374807,376411,378853,381784,383796,385646,387308,390214,392512,394775,395469,397124,398524,400681,402234,403480,405879,409270,413694,417313,422082,425540,429088,431324,435051,438532,442687,447609,452092,455540,457394,460137,462302,465240,469044,473896,477626,480467,483213,486190,489030,491628,494774,497772,500993,505004,509049,513048,516566,519465,521508,522685,524833,528085,531892,536237,539996,543658,546751,550334,554654,560190,565226,569448,574157,579176,585639,588610,590648,592910,595401,598586,599958,602519,604186,605735,605470,605629,604581,605944,608348,610500,612825,614388,617189,618707,621508,625202
BR003RG00119404,3,119404,2378,Columbine,Colorado,CO,Denver-Aurora-Lakewood,Jefferson County,187886,190177,192138,194261,196287,198517,200051,202018,204230,207142,210279,213037,215676,217529,219488,221594,223682,225537,227383,228720,230008,231013,231694,232270,232549,233369,234287,235178,236430,237131,238070,238513,239005,239195,239479,239385,239682,239804,240371,239895,239223,238761,238583,238798,239348,239920,241007,241754,242009,242181,242285,243655,244249,245034,245275,245881,246120,246708,246763,247540,248364,249354,249886,250000,250489,250713,251520,252042,252745,253443,254511,255435,256042,256299,256069,255946,256413,257132,256982,256614,255975,255196,254174,253758,253519,252832,252468,251903,251381,251121,251924,252564,252530,252115,251782,251105,250622,250099,249950,250352,250628,250289,248974,248534,248744,248689,248220,247512,247745,248371,248909,247998,246902,246199,246460,246311,246124,246461,246694,246891,246323,246990,247182,247475,247219,246956,246110,244840,243423,242270,241834,241890,242021,240746,239358,238853,237946,237182,236054,236334,236941,237325,237014,236443,235575,234964,235017,236018,238983,241616,244239,245237,246576,248552,251391,253621,256034,258604,262267,264810,266431,267929,270229,273227,275462,276782,277730,279820,281751,284069,284960,286455,287847,289888,292286,294282,297065,299874,303592,306615,310822,314116,317309,319911,323555,327229,330078,333472,336820,341186,344014,347386,349806,352836,356275,359518,361964,364472,368001,372142,375163,377096,379306,381482,384590,388317,392373,396031,398783,400193,400445,399650,400426,402019,404477,407586,408393,409244,409274,411453,414135,417958,421486,424675,427482,430199,433347,433678,434048,435033,436725,438690,439128,440728,441448,442157,441632,442227,442238,444091,446997,449370,451703,453004,455654,457339,460330,464017
BR003RG006030,3,6030,2598,Monument,Colorado,CO,Colorado Springs,El Paso County,212658,213351,214271,215287,216277,217646,219312,220946,222515,224158,225909,228130,230284,232284,233812,235205,236950,238418,240009,241587,243075,244017,244802,245659,246604,247253,247682,248301,248970,250079,250987,252128,253066,254364,255411,256000,256463,257288,258920,259901,260436,260193,260547,260513,261223,261567,262510,263445,264483,265435,265745,266468,267250,268784,270069,271276,271772,272627,273682,275085,276607,278062,279473,281081,282966,284844,286291,288267,290528,292823,294168,295274,295883,296434,297510,298212,299014,299212,300073,300838,301728,302256,302799,303315,304508,305578,306737,307921,309508,311179,311953,311888,310909,309940,309771,310037,309645,308649,306968,305021,302984,300201,298731,297432,297620,297218,295818,293631,291703,291240,290978,291816,291692,292618,292297,292310,291455,291285,292253,293781,294157,293452,292308,291062,289871,289303,289121,288593,287031,285603,283692,281852,281269,281308,281609,280930,280499,278998,277199,276274,277377,278382,278850,278721,279194,279342,279463,279805,280894,283116,286147,287911,288570,288506,289468,290713,292016,293457,295823,298027,299696,300223,300068,300897,301298,302559,303646,304807,305280,305501,305851,306250,306111,306314,307199,308238,309594,311153,311853,313405,314243,315511,315345,315843,317636,319575,321144,322277,324047,325589,327830,328969,330803,332814,335996,339336,341530,343493,345330,347113,348897,350325,352047,354898,357587,360219,362161,364351,366913,369813,373206,377230,380837,384797,388740,391928,395766,398704,402193,404575,407913,411187,414187,415952,417430,419673,421737,424336,425321,426717,427103,428428,429237,430970,432694,434992,437274,438714,440378,441758,444022,446395,449352,452071,454636,456413,458219,460078
BR003RG0012834,3,12834,2776,Morrison,Colorado,CO,Denver-Aurora-Lakewood,Jefferson County,195878,198473,200617,202377,204108,205803,207218,208929,211464,214551,217579,220067,222274,224138,225818,227904,229727,231637,233337,234793,235814,236569,237246,237904,238684,239610,240625,241402,242632,243611,244922,245523,246242,246646,247099,246876,246550,246427,247332,247523,247265,246621,246002,246037,246285,246753,247636,248542,249209,249668,249746,250926,251805,253107,254009,255052,255495,255941,255929,256714,257583,258422,259108,259531,259882,259783,260139,260356,261092,262009,263332,264250,265076,265480,265091,264223,264550,265290,265688,265513,265190,264799,264181,264622,264740,264626,264433,264410,264039,263800,264139,265031,265478,265738,265519,264065,263181,262588,263111,264337,265238,265278,264101,263539,263248,262280,261209,260646,260877,260752,259922,257817,255936,255489,256195,256198,255809,255965,256586,256874,256263,257194,258495,259787,260060,259125,257869,256104,254592,253499,253174,252971,252817,251122,249553,248483,247839,247364,246786,247327,248254,248785,248057,247574,247109,247285,246847,247261,248901,251065,252749,253381,254116,255633,258086,259883,261663,263452,266824,269483,271413,272868,275267,278248,280605,281947,282801,284956,286651,288964,289638,291154,292342,294106,296001,297527,299796,302563,306292,308967,313190,316117,319248,321207,324394,327802,330521,333969,337299,340940,343462,346693,349147,352162,355703,359409,362188,364432,367650,371062,373597,375265,377292,379757,382759,386475,390304,393873,396397,397869,398513,399245,401450,404446,407531,410454,411405,411932,412316,414672,419110,424387,428911,431263,433407,435859,439182,439887,440808,442690,444941,447315,447678,449625,450726,452485,452840,454010,454574,457089,460378,462997,465463,466958,469332,470425,472874,476096
BR003RG0012251,3,12251,2824,Lafayette,Colorado,CO,Boulder,Boulder County,205491,207760,210297,213059,215663,218468,222058,226751,230792,234692,237208,240254,242555,245593,248199,250596,253331,255953,258446,260079,261708,262862,264236,265382,265768,265552,265620,266259,266894,266587,265823,264344,263637,263339,263732,263018,263328,262940,262565,261790,260701,260268,259944,260647,261218,261205,260640,261081,261387,262648,263285,263241,263685,264116,265010,265340,264906,264893,264786,264944,265277,264614,265011,265477,266282,266923,267081,267207,267336,268408,269852,270138,269770,270170,270404,271249,271941,272340,271700,270879,271172,270758,270142,269777,270517,270886,271154,271419,270966,270997,270693,271362,271697,271992,271714,271172,270083,269838,269355,269474,269099,268932,269590,270037,269328,268973,268263,268392,267315,266794,266119,264939,264568,264462,265707,266237,267201,267084,268206,268941,271157,271061,271718,271906,272605,271935,270608,269942,269549,269888,269309,269571,269106,269051,268134,267575,267119,267577,266702,265661,264641,263303,262942,262138,262366,263832,265719,268139,268817,268809,268920,269598,270684,272562,274069,275983,277808,279438,280122,279499,280733,283391,288256,291855,295769,299015,302095,303286,303613,304358,306868,310990,313660,315750,316570,318754,320324,322643,325255,329244,333546,338080,342206,345225,349371,353971,359125,364426,369793,374456,378737,384435,390619,394513,397603,401416,406700,411003,414447,416964,419474,422880,426800,428927,430695,434141,439003,442911,443866,445106,447091,449878,452745,454515,456331,458544,460672,462732,463354,465058,468025,471743,475005,477028,478578,481115,482789,483725,484211,486044,488182,490065,491174,491814,491271,490810,490811,490678,491226,492446,494120,494559,495251,495847,497093,498411,500864,503864
BR003RG0051948,3,51948,2916,Evans,Colorado,CO,Greeley,Weld County,138170,139049,138967,138590,138437,139468,140600,141835,142817,144003,144926,145718,146667,147623,148995,150309,151568,152255,152780,153403,154450,155558,156561,157525,158197,159009,160232,161575,163035,163910,164819,165649,166322,166823,167189,167826,168340,168741,168638,168762,168773,169444,169974,170524,170943,171472,172194,172788,173499,174231,174997,175523,175867,175982,176193,176475,176917,177156,177310,177327,177431,177366,177659,177992,178199,177954,177598,177495,177546,177702,177980,178309,178645,178952,178692,178259,177582,177370,176916,176675,176218,175437,174341,172637,171938,171342,171328,170528,170241,169770,169748,168402,166233,164183,161946,160933,157970,155185,151891,149951,148584,147273,145986,144748,144201,143569,143211,142193,141981,141986,142125,141763,140587,139791,138788,138984,138831,138792,138636,138601,138880,138460,138142,138312,138935,139137,138955,137763,137264,136910,136702,136075,135097,134772,134531,133745,132637,131519,131066,131356,131528,131909,132599,134099,135278,136026,136370,137215,137989,139144,140254,141282,142141,142565,142660,142316,142765,143948,145964,147696,149884,151609,153351,154790,156403,158200,160177,162432,164662,166547,167998,169706,171261,173036,174500,176153,177735,179663,181707,183897,185858,187975,190147,191579,193129,195057,197659,200195,202423,204894,207022,208798,210106,211313,212719,215050,217291,219493,221284,223387,225893,228050,230745,233146,235968,238364,240759,243128,245816,248187,250506,252432,254767,256367,257809,260042,262943,266050,268844,271568,274416,277030,279551,281899,283419,285478,287105,288781,289978,291154,292107,292645,293125,294099,294847,295826,296900,298111,299500,300407,301147,301809,302732,303911,304926,305675,306589,307395
BR003RG0019107,3,19107,3044,Louisville,Colorado,CO,Boulder,Boulder County,235538,237952,240387,243225,246056,249220,253329,258652,263299,267507,270090,272631,274903,278521,281962,285239,288296,291507,294176,296274,298227,299854,301777,304124,305777,306280,306773,307422,308348,307959,307365,305798,305273,305258,306095,305390,305562,304717,304420,303484,302318,301346,300823,301642,301840,301414,300177,300558,300801,302477,303041,303511,304306,305742,307129,308176,309064,310216,311111,311375,311923,311361,312035,312556,313764,315073,315838,316009,315950,317368,319143,319990,320391,321479,322630,324137,325297,325590,325149,324896,325655,325003,324511,324583,325762,326734,327203,327988,328309,329554,330104,331203,331775,332699,332802,332926,332451,333245,334014,335434,335479,335376,335930,336940,337246,338758,339938,341288,340687,340460,340201,339586,340108,341300,344679,346834,349120,348958,350003,350537,353158,352681,353247,352469,352726,350661,348455,347050,346152,346243,345799,346998,347011,347763,346783,347328,347797,350124,350060,350042,349974,349099,349314,348833,350210,352930,356240,359124,359797,359490,359988,360505,361530,364269,366670,369555,371758,373486,374747,375390,379158,384673,391799,397873,403506,408212,411551,412497,412914,414358,418199,423327,426497,428011,427926,429196,430692,432882,436232,440737,445803,451163,455702,459472,463574,469054,475167,481310,487646,493233,498654,506230,513855,518114,519829,521029,525064,528851,533172,536273,538108,540614,543114,543763,543382,545319,550015,555959,557211,557563,557190,559096,561675,563806,566254,569140,572268,574696,576077,577126,580477,583270,585941,586474,588381,591354,592814,592336,591083,592858,595730,599093,600976,603093,604141,605588,606445,606723,608160,611185,614934,616372,617031,617281,618519,620153,622924,626098
BR003RG00120381,3,120381,3178,Sherrelwood,Colorado,CO,Denver-Aurora-Lakewood,Adams County,138937,140963,143234,145702,148326,150545,152418,154747,157125,159375,161179,163108,165149,167203,168764,169812,170644,171806,173224,174438,175572,176625,177714,178301,178587,178614,178894,179660,180958,182060,182845,183357,183986,185018,185924,186835,187123,187828,188616,189349,188955,188424,187812,187648,187634,187509,187442,187705,188329,188814,188622,188244,188341,188843,189387,189564,189584,189506,189798,189777,189908,189827,189903,189630,189751,189681,190204,190348,190626,190404,190145,189622,189486,189198,190067,190799,190870,189881,188182,187538,186521,186106,184830,184893,184277,183498,180631,178687,176904,175758,174487,172404,170298,167919,166425,163542,160363,157373,156133,154503,152821,151427,150247,149351,148527,148148,147016,146350,145522,145047,144115,143636,144117,144841,145858,146457,147402,147754,148814,149724,151880,153787,155218,155880,155688,155298,154401,153584,152300,151417,150503,150014,148972,148209,148029,147450,146158,144138,142780,142357,142386,142319,142288,142347,142739,142523,142204,142853,144985,147922,150776,152843,154800,156800,158747,160211,162061,164768,167536,169514,170770,172166,173276,174981,176846,179006,180842,182926,183675,184204,184625,186331,188328,190675,193441,195833,198205,200282,202866,205518,208990,212650,216920,220609,223752,226078,228362,231387,234493,237706,240492,243225,245416,247844,249724,252387,255181,258385,261523,264002,266273,268927,272254,275513,278772,280927,283663,285130,287688,290306,293146,295813,298271,300512,301636,303634,306806,310812,314414,318106,321311,323723,325770,327657,329470,331379,334214,336375,336195,337071,336823,337717,337177,338501,339008,339493,339680,340543,341079,341685,343541,344448,346394,347779,350362,352012,354572,357460
